ecfp_feature_1,ecfp_feature_2,ecfp_feature_3,ecfp_feature_10,ecfp_feature_12,ecfp_feature_16,ecfp_feature_19,ecfp_feature_22,ecfp_feature_27,ecfp_feature_29,ecfp_feature_30,ecfp_feature_33,ecfp_feature_34,ecfp_feature_36,ecfp_feature_38,ecfp_feature_39,ecfp_feature_45,ecfp_feature_54,ecfp_feature_55,ecfp_feature_58,ecfp_feature_73,ecfp_feature_78,ecfp_feature_80,ecfp_feature_81,ecfp_feature_86,ecfp_feature_90,ecfp_feature_94,ecfp_feature_99,ecfp_feature_100,ecfp_feature_104,ecfp_feature_105,ecfp_feature_108,ecfp_feature_110,ecfp_feature_111,ecfp_feature_121,ecfp_feature_122,ecfp_feature_123,ecfp_feature_125,smiles
0,0,0,1,0,1,0,1,1,0,3,1,0,2,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,1,0,1,0,O=CC12CC1C1(CO1)C2
0,0,0,1,1,0,0,0,1,0,3,1,1,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,3,0,O=CC12CC1C1CC1C2
0,1,0,1,1,0,0,0,0,0,4,1,0,1,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,2,1,O=CC12CN1C1CC1C2
0,0,1,2,0,1,0,0,0,0,3,1,0,1,0,1,1,1,0,0,0,0,0,2,0,0,0,0,1,2,0,1,0,0,0,0,2,1,O=CC12CC1C=CCC2
0,1,0,1,0,1,1,0,0,0,2,1,1,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,O=CC12CC1N=COC2
1,0,0,1,0,1,1,1,0,0,3,1,0,1,0,1,0,1,0,0,0,0,0,2,1,0,0,0,1,2,0,1,0,1,0,0,1,0,O=CC12CC1CC=CC2
0,0,1,1,0,2,0,0,1,0,2,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,1,0,0,1,0,N=C1OCC2CC12C=O
0,0,0,2,0,1,0,0,0,0,2,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,O=CC12CC1CNC2=O
0,1,1,2,0,2,0,0,0,0,2,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,O=CC12CC1COC2=O
0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,2,0,2,1,1,1,0,N=C1NC2COC12C=O
1,0,0,2,0,1,1,0,1,0,2,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,N=C1OC2CCC12C=O
0,1,0,3,0,1,2,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,O=CC12NCC1OC2=O
0,0,1,2,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,2,0,1,1,0,1,0,O=CC12OCC1NC2=O
0,0,0,2,0,1,1,1,0,1,3,0,0,1,0,0,1,1,0,0,0,0,0,2,1,0,0,2,0,1,1,1,0,0,0,0,1,0,O=CC12CCC1CC=C2
1,0,1,2,0,3,1,1,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,1,1,0,1,0,O=CC12OCC1CC=C2
0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,1,1,1,0,1,0,0,1,1,2,1,0,1,0,1,0,0,1,0,O=CC1=CC2CN2C1=O
0,0,1,1,1,2,0,2,0,0,2,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,2,0,O=CC1=CC2CC1CO2
0,0,0,2,0,1,1,0,1,0,2,0,1,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,2,0,O=CC1=NC2CCC2O1
0,0,2,1,0,0,1,0,0,0,2,0,1,0,0,1,1,1,0,0,0,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,3,0,O=CC1=CCCC1C#C
0,0,1,1,0,0,0,1,1,0,2,0,1,0,0,1,1,1,0,0,0,0,1,2,1,0,0,0,1,1,0,1,0,0,0,0,3,0,O=CC1=CCCC1C#N
0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,2,0,0,0,0,1,0,O=CC1=CCNC1C#N
0,1,0,4,0,2,1,0,0,0,2,0,0,1,0,1,1,1,0,1,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,O=CC1C(=O)OC11CC1
0,0,0,1,2,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,2,0,1,2,0,0,0,5,0,O=CC1C2C3CC1CC23
0,0,1,1,1,0,1,0,2,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,3,0,O=CN1C2CC(C#C)C12
0,0,2,1,1,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,1,2,1,0,0,0,0,2,0,1,0,0,0,1,2,0,O=CC1C=CCC1C#C
0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,2,0,0,1,1,3,0,O=CC1N=CNC1C#C
0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,2,1,0,0,0,2,0,0,1,1,3,1,O=CC1CN(C=O)C=N1
0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,O=CN1CC(N=C1)C#C
0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,O=CN1CC(N=C1)C#N
0,1,0,2,0,1,1,0,1,0,2,0,0,1,0,1,1,1,0,2,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,O=CC1CC11CC(=O)O1
0,2,0,2,0,0,1,0,1,1,3,0,0,1,0,1,1,1,0,0,0,0,0,2,0,1,0,1,0,1,0,1,0,0,0,0,1,0,O=CN1CC11CCC=C1
0,0,1,3,0,0,1,0,0,0,1,0,1,0,0,2,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,O=CC1CN1C(=O)C#C
0,1,1,2,0,0,0,1,0,0,1,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,O=CC1CN1C(=O)C#N
1,0,1,1,0,2,0,0,1,0,2,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,O=CN1CC1CC1CO1
0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,3,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,O=CC1CN1CCC#C
1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,O=CN1CC1CCC#C
0,0,0,1,1,1,1,0,1,0,2,0,0,1,0,1,2,1,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,1,1,O=CN1CC2(CO2)C=C1
1,0,1,1,2,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,4,1,O=CC1CC2C(C#C)C12
1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,4,1,O=CC1CC2C(C#N)C12
0,0,0,1,0,2,1,0,2,1,2,0,1,1,0,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,O=CN1CC2CC12C#C
0,0,0,1,0,1,0,1,2,1,2,0,1,1,0,2,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,O=CN1CC2CC12C#N
0,0,0,2,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,3,1,1,0,0,1,1,0,1,0,0,0,0,1,0,O=CC1CC=CC(=O)N1
0,1,2,1,1,1,1,0,0,0,2,0,2,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,O=CC1CC(CO1)C#C
0,0,1,1,0,0,2,0,1,0,3,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,O=CN1CCC(C1)C#C
1,1,1,2,1,2,0,0,2,0,2,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3,0,O=CC1CC2OC2CO1
1,0,0,2,1,1,1,0,2,0,3,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,O=CC1CCC2OC2C1
1,0,0,2,0,1,1,0,3,0,3,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,2,1,O=CN1CCC2OC2C1
1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,2,0,1,0,1,0,0,1,1,O=CCC(C#C)C1CN1
1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,3,0,1,0,1,0,0,1,1,O=CCC(C#N)C1CN1
1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,2,1,2,0,0,0,0,1,0,O=CNC(C#C)C1CN1
0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,2,0,0,1,0,N=COC12CC1OC2=O
0,0,0,2,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,O=COC12CC1OC2=O
0,0,0,0,0,1,1,1,0,0,2,0,0,1,0,1,0,1,1,1,1,0,0,3,1,0,0,0,0,1,0,1,0,1,1,0,1,0,N=COC12CC1CC=C2
0,0,0,1,0,1,1,1,0,0,2,0,0,1,0,1,0,1,1,1,1,0,0,3,1,0,0,0,0,1,0,2,0,0,1,0,1,0,O=COC12CC1CC=C2
1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,1,1,0,1,0,1,0,0,3,0,O=CCC1=CC2OC2C1
0,0,1,1,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,2,1,0,1,2,1,O=CCC1=NC2CC2O1
1,0,1,2,0,1,2,0,2,0,3,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,3,0,O=COC1C2CCC1O2
1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,2,0,O=CCC1CC(O1)C#C
1,0,0,1,2,1,1,0,2,0,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,3,0,O=COC1CC2CC1O2
1,0,0,1,2,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,3,1,O=CCC1CC2CC2O1
1,0,0,2,4,1,0,0,2,1,2,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,O=CCC1CC2OC2C1
1,0,0,2,2,1,0,0,2,0,2,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,O=COC1CC2OC2C1
0,0,1,1,1,1,0,0,1,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,2,1,3,0,O=COC1CC2OCC12
0,0,0,1,1,1,1,0,1,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,N=C1CCC(OC=O)O1
0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,2,0,1,0,0,1,1,2,0,O=CCC1NCC1C#N
0,0,2,1,0,1,1,0,0,0,1,0,2,1,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,1,1,2,0,O=CCC1OCC1C#C
0,0,1,1,0,0,1,0,0,0,3,0,1,0,0,0,2,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,2,0,O=COC1CCC1C#C
0,0,1,1,1,1,0,0,1,0,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,2,0,3,0,O=COC1COC2CC12
1,0,0,2,0,1,1,0,0,0,3,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,3,0,0,0,0,1,0,O=CCOC12CC1CC2
0,0,0,1,1,1,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,2,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,CC#CC(=O)CC1CN1
1,0,0,2,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,3,0,1,1,0,1,0,1,0,1,0,0,1,0,1,2,CC(=O)C(=O)CC1CN1
1,0,1,1,2,1,2,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,CC(=O)C(C#C)C1CN1
1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,2,0,0,0,0,1,0,1,1,CC(=O)C(C#N)C1CN1
1,0,1,1,3,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,NC(=O)C(C#C)C1CN1
1,0,1,1,2,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,0,0,0,0,0,1,1,NC(=O)C(C#N)C1CN1
1,0,0,1,1,0,1,1,1,0,2,1,0,0,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,CC(=O)C(=NC1CC1)N
1,0,0,2,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,CC(=O)C(C=O)C1CN1
0,0,0,2,0,1,0,0,1,1,1,2,0,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,CC(=O)C1(C)CN1C=O
0,0,0,2,1,1,1,0,2,1,1,1,0,1,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,CC1(CN1C=O)C(N)=O
0,1,0,3,1,1,1,0,0,0,2,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,CC1(CCC1=O)C(N)=O
0,1,0,1,0,2,1,0,1,0,2,2,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,CC(=O)C12CC1C(=N)O2
0,1,0,1,1,1,2,0,1,0,2,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,NC(=O)C12CC1C(=N)O2
0,0,0,1,0,1,1,1,0,0,2,1,0,1,0,2,0,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,1,0,1,1,CC(=O)C12CC1CC=C2
0,0,0,2,0,0,0,0,0,1,2,2,0,1,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,3,1,CC(=O)C1C2CC1(C)C2
0,0,0,2,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,3,1,CC(=O)C1C2CC2C1=O
0,0,0,3,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,2,1,0,1,0,0,0,0,0,2,1,1,1,CC(=O)C1N=CNC1=O
1,0,2,1,1,1,1,0,0,1,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,CC(=O)C1CC(O1)C#C
1,0,1,1,1,1,0,1,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,2,1,CC(=O)C1CC(O1)C#N
1,1,1,1,0,2,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,CC(=O)C1NC1C1CO1
1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,1,CC(=O)C1OC2CC12O
1,0,0,1,2,2,1,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,CC(=O)C1CC2CC1O2
1,1,0,2,2,1,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3,1,CC(=O)C1OC2CC1C2
1,0,0,2,1,1,1,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,2,3,NC(=O)N1CC2OC2C1
0,0,1,1,1,1,0,0,1,1,2,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,3,1,CC(=O)C1CC2OCC12
1,0,0,2,0,1,1,0,1,1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,3,1,CC(=O)C1OC2CCC12
1,0,1,1,0,2,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,1,CC(=O)C1OC2COC12
1,0,1,1,1,2,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,NC(=O)C1OC2COC12
1,0,0,2,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,2,1,0,0,1,1,1,0,0,0,1,1,0,1,1,CC(=O)C1CC=CC1=O
0,0,1,1,0,1,0,1,1,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,CC(=O)C1CCC(=N)O1
0,0,1,1,1,0,1,0,0,1,2,1,1,0,0,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,CC(=O)C1CCC1C#C
0,0,2,1,1,1,1,0,0,1,1,1,2,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,CC(=O)C1OCC1C#C
0,0,1,1,0,1,0,1,0,1,1,1,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,2,1,CC(=O)C1OCC1C#N
0,0,0,1,2,0,0,0,0,1,3,1,0,0,0,1,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,3,1,CC(=O)C1CCC2CC12
1,0,0,1,1,1,1,0,2,1,2,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,1,CC(=O)C1CCC2OC12
0,0,1,1,1,1,0,0,1,1,2,1,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,3,1,CC(=O)C1COC2CC12
0,0,1,1,1,1,0,0,0,1,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,3,1,CC(=O)C1OCC2CC12
1,0,1,1,1,2,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,1,CC(=O)C1OCC2OC12
0,0,1,1,2,1,1,0,1,0,2,0,2,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,3,1,NC(=O)C1COC2CC12
1,0,1,1,0,1,1,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,1,0,1,1,CC(=O)C1CC=CCO1
0,0,0,1,0,0,1,0,0,1,3,1,0,0,0,1,1,0,0,0,0,1,0,2,1,0,0,0,0,2,0,0,0,0,1,1,2,1,CC(=O)C1CCC=CC1
0,0,1,2,1,1,0,0,1,1,2,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,CC(=O)C1CCN=CO1
0,0,1,1,1,1,0,0,0,2,3,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,CC(=O)C1COC=NC1
0,0,0,1,1,0,2,0,0,0,3,0,0,0,0,1,2,0,0,0,0,1,0,2,1,0,0,0,0,2,0,0,0,1,0,1,2,1,NC(=O)C1CCC=CC1
0,0,1,1,2,1,1,0,0,1,3,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,NC(=O)C1COC=NC1
0,0,2,1,0,3,0,0,0,1,3,1,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,CC(=O)C1COCCO1
0,1,0,1,1,0,1,0,0,0,0,2,0,1,0,3,0,1,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,CC(=N)OC(=O)C(N)=N
0,2,0,1,0,0,0,1,0,0,2,1,0,1,0,2,2,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,CC(=N)OC(=O)C1CC1
0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,2,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,CC(=N)OC(=O)C1CN1
0,1,1,2,0,1,0,1,0,0,1,1,1,1,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,CC(=N)OC(=O)C1CO1
0,1,0,1,0,0,1,0,0,0,0,2,2,1,1,2,0,0,1,1,0,1,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,CC(=N)OC(=O)CC#C
2,0,0,1,0,1,0,0,0,0,3,1,1,2,0,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,CC(=N)OC12CC1CC2
2,0,0,2,1,1,0,0,0,0,3,1,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,CC(=O)OC12CC1CC2
0,0,1,0,1,0,1,0,0,0,2,1,1,1,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,CC(=N)OC1CC1C#C
2,0,0,2,1,1,2,0,1,0,1,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,NC(=O)CC1CN1C=O
0,0,0,1,2,0,0,0,0,0,3,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,3,0,CC(=N)OC1CC2CC12
0,0,0,1,2,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,3,1,CC(=O)CC1CC2CC12
1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,3,1,CC(=O)CC1OC2CC12
0,0,0,1,3,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,3,1,NC(=O)CC1CC2CC12
1,0,0,1,2,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,3,1,NC(=O)CC1OC2CC12
0,0,0,1,1,0,3,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,1,2,2,0,0,0,0,2,0,1,0,0,0,0,1,1,NC(=O)CC1CC=CC1
0,0,1,2,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,NC(=O)CC1COC1=O
0,0,0,1,1,0,1,0,0,1,4,0,0,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,2,1,1,C1CCC(C1)CC(=O)N
0,0,1,1,1,1,1,0,0,1,3,0,0,0,1,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,NC(=O)CC1CCOC1
0,0,0,1,1,4,1,0,0,0,2,0,2,0,0,3,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,C1COC(O1)CC(=O)N
0,1,1,2,1,0,1,0,0,1,2,1,0,2,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,CC(=N)OCC1(O)CC1
0,1,0,3,1,0,1,0,0,1,2,1,0,1,0,2,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,CC(=O)OCC1(CC1)O
1,0,0,1,0,0,2,0,0,0,0,1,4,0,1,2,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,OC(C#C)C(=O)CC#C
1,0,0,1,0,0,1,1,0,0,0,1,3,0,0,2,0,0,1,0,0,1,1,0,0,0,0,1,0,1,2,0,0,1,1,0,0,1,OC(C#C)C(=O)CC#N
2,0,0,2,0,0,1,0,0,0,0,0,1,0,0,2,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,OC(C#C)C(=O)CC=O
2,0,1,1,0,0,1,1,1,0,0,2,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,1,CC(C#N)C(O)C(C)=O
2,1,1,1,1,0,1,1,1,0,0,1,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,CC(C#N)C(O)C(N)=O
3,0,0,0,0,2,1,1,1,0,1,1,1,0,0,2,0,0,0,0,1,1,0,0,1,1,0,2,0,1,0,0,0,0,0,0,1,0,CC(C#C)C(O)C1CN1
2,0,0,0,0,2,0,2,1,0,1,1,1,0,0,2,0,0,0,0,1,0,0,0,1,1,0,2,0,3,0,0,0,0,0,0,1,0,CC(C#N)C(O)C1CN1
2,1,0,0,0,2,1,0,0,0,1,0,1,0,0,3,1,0,0,0,0,1,0,0,1,1,0,3,0,2,0,0,0,0,0,0,1,0,OC(C#C)C(O)C1CN1
2,1,0,0,0,2,0,1,0,0,1,0,1,0,0,3,1,0,0,0,1,0,0,0,1,1,0,3,0,2,0,0,0,0,0,0,1,0,OC(C#N)C(O)C1CN1
1,1,1,0,1,0,1,1,1,0,1,1,2,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,CC(C#N)C1CC1C#C
1,0,1,0,1,0,2,1,0,0,1,0,2,0,0,1,0,0,0,1,0,2,1,1,0,0,0,1,0,1,0,0,0,0,0,1,2,0,OC(C#C)C1CC1C#C
